,,volume
2019-09-24,29,71.98800167934279
2019-09-24,365,58.20590789149666
2019-09-24,131,53.14018667714096
2019-09-25,35,135.92157270218772
2019-09-25,336,145.54315296121712
2019-09-25,238,105.62787778886221
2019-09-25,165,92.04159019814979
2019-09-25,418,119.94851301672175
2019-09-25,432,110.02016211264649
2019-09-25,66,114.66377914071225
2019-09-25,153,81.51103852933973
2019-09-25,219,56.07911850218054
2019-09-25,53,50.42719700281
2019-09-25,337,60.76614303218966
2019-09-25,77,53.04286419032919
2019-09-26,227,90.91143253811113
2019-09-26,222,71.75173787509327
2019-09-26,368,59.12245862505745
2019-09-26,288,91.25176285136662
2019-09-26,371,105.31184375106707
2019-09-26,211,116.96647503872845
2019-09-26,302,287.11218189924136
2019-09-26,7,294.06667770520176
2019-09-26,216,273.34234212069583
2019-09-26,14,212.44318415542207
2019-09-26,341,277.3074477710712
2019-09-26,177,282.7075137357755
2019-09-26,402,43.67991985400605
2019-09-27,75,95.63761349205875
2019-09-27,408,81.86118113395132
2019-09-27,259,53.18276530880613
2019-09-27,55,67.44585796842199
2019-09-27,48,129.9657135325509
2019-09-27,448,181.44050635795227
2019-09-27,73,158.1616746108538
2019-09-27,371,108.25887307016843
2019-09-27,231,74.89920250564272
2019-09-27,444,89.2107123102739
2019-09-27,374,76.66252710867518
2019-09-27,418,120.14826601547573
2019-09-27,153,83.18572507378305
2019-09-27,84,110.54785959209288
2019-09-27,367,268.35462943509697
2019-09-27,25,293.1063632122392
2019-09-27,216,265.11867175485526
2019-09-27,350,249.8316352599333
2019-09-27,141,53.15830082855801
2019-09-27,157,56.97505489401467
2019-09-28,393,96.00294038782454
2019-09-28,368,57.092091979737404
2019-09-28,371,105.90678519174872
2019-09-28,329,89.0050848620076
2019-09-28,432,111.45278790461347
2019-09-28,56,56.17042698871096
2019-09-28,404,90.0212027466562
2019-09-28,87,38.35885615421255
2019-09-29,166,126.04960697989118
2019-09-29,26,119.33894532780477
2019-09-29,222,77.21420262572195
2019-09-29,351,107.48920270764475
2019-09-29,108,107.30057653415957
2019-09-29,353,48.46567433184478
2019-09-29,4,311.0763506566577
2019-09-30,275,112.42465652552865
2019-09-30,414,86.45366112445952
2019-09-30,100,129.88761222549232
2019-09-30,312,133.19179717657005
2019-09-30,10,100.74334266885059
2019-09-30,146,80.83634705918355
2019-09-30,169,260.72264924179615
2019-09-30,88,227.60584531861193
2019-09-30,295,261.760270719383
2019-09-30,349,275.01931502952016
2019-09-30,341,279.15354833857504
2019-10-01,23,125.52012733399155
2019-10-01,35,143.83658242105597
2019-10-01,275,103.80206979575699
2019-10-01,336,152.60076539373492
2019-10-01,371,101.73751913171219
2019-10-01,8,111.14334985489175
2019-10-01,343,70.1295711153603
2019-10-01,397,348.87350543887464
2019-10-01,341,282.5788949994089
2019-10-01,103,292.68094687337947
2019-10-01,136,52.28437574784866
2019-10-01,113,48.57407880947218
2019-10-01,304,64.05910662475495
2019-10-02,11,108.86864418482243
2019-10-02,35,139.5307495158865
2019-10-02,442,111.9280054586661
2019-10-02,312,135.1112888418842
2019-10-02,247,137.00902639508485
2019-10-02,152,98.67715160437703
2019-10-02,390,100.23586580788223
2019-10-02,289,76.43385674935327
2019-10-02,444,88.50360183714996
2019-10-02,50,94.209519835306
2019-10-02,391,213.93521287075689
2019-10-03,194,87.55718358764881
2019-10-03,145,91.271625822299
2019-10-03,320,108.34167519829984
2019-10-03,312,120.6725960489985
2019-10-03,124,78.86912899271812
2019-10-03,112,89.07949947376397
2019-10-03,440,112.2731849827914
2019-10-03,447,102.09190488002208
2019-10-03,325,251.73644154166612
2019-10-03,322,262.77694705134786
2019-10-03,31,235.27163622956604
2019-10-03,332,58.59086923839733
2019-10-03,290,67.03378016381528
2019-10-03,29,82.90382759858693
2019-10-04,75,95.4407298175857
2019-10-04,413,136.95099015148543
2019-10-04,421,107.78044319050963
2019-10-04,430,142.69295659490365
2019-10-04,432,104.23379118263446
2019-10-04,440,110.90569310681701
2019-10-04,31,233.1046490931335
2019-10-04,300,224.19655631774407
2019-10-04,366,70.47610919906079
2019-10-05,351,106.29067917170825
2019-10-05,274,103.96845099332188
2019-10-05,124,75.48449051323692
2019-10-05,444,93.3924014874381
2019-10-05,202,178.61617993967667
2019-10-06,393,86.79738763776766
2019-10-06,320,109.1658663814358
2019-10-06,371,115.58170929781038
2019-10-06,8,103.10694063604977
2019-10-06,278,112.82150900282728
2019-10-06,329,83.58486543243278
2019-10-06,47,248.92039418363277
2019-10-06,103,288.7566373789527
2019-10-07,140,116.06535111574455
2019-10-07,414,95.06368710037783
2019-10-07,421,100.78292293179932
2019-10-07,21,80.92044194623992
2019-10-07,33,79.51049517379947
2019-10-07,371,109.46971179559097
2019-10-07,283,118.74381525993267
2019-10-07,329,80.07477766005938
2019-10-07,56,49.23595352341842
2019-10-07,428,122.22002090900371
2019-10-07,420,63.443638916466725
2019-10-08,151,120.42506163627652
2019-10-08,259,56.81576288030375
2019-10-08,238,107.76642674176902
2019-10-08,165,86.20789481977725
2019-10-08,43,115.09423740347319
2019-10-08,371,117.23916058362276
2019-10-08,430,138.81256501253893
2019-10-08,429,249.40144443532012
2019-10-08,2,328.30643115062054
2019-10-08,59,284.3474530883481
2019-10-08,295,260.89863641355254
2019-10-08,172,224.3175184200816
2019-10-09,80,75.60782625082015
2019-10-09,393,90.29364334198938
2019-10-09,289,77.37331108295
2019-10-09,65,240.42777055606604
2019-10-09,202,177.05255978130253
2019-10-10,380,105.739274379116
2019-10-10,48,125.24921635380096
2019-10-10,67,106.60582422366278
2019-10-10,421,104.77844790905266
2019-10-10,371,105.64796552397807
2019-10-10,260,97.2186796169309
2019-10-10,330,138.0697433162113
2019-10-10,404,86.55119427782994
2019-10-10,6,203.67845636293316
2019-10-10,184,68.67376959159108
2019-10-11,151,113.9874568337951
2019-10-11,267,104.027026575271
2019-10-11,275,117.61080061276877
2019-10-11,266,45.9866136517586
2019-10-11,124,78.98540366702234
2019-10-11,390,110.38924257379892
2019-10-11,371,114.47485849175803
2019-10-11,404,89.26838954034548
2019-10-11,379,107.88388724322606
2019-10-11,51,243.09270010842422
2019-10-11,342,50.389026132883785
2019-10-12,351,105.91097191428136
2019-10-12,201,107.69099600017522
2019-10-12,237,112.70712766146312
2019-10-12,63,75.78345173933431
2019-10-12,372,127.03842432594865
2019-10-12,147,115.05280149272222
2019-10-12,447,110.95248330756802
2019-10-12,225,215.579600057251
2019-10-12,332,43.741390375396776
2019-10-12,160,49.53484987973083
2019-10-13,166,116.55117869993225
2019-10-13,222,76.36734374602521
2019-10-13,21,79.11592372516428
2019-10-13,68,63.92907614537314
2019-10-13,329,77.9363118660674
2019-10-13,153,83.616669032899
2019-10-13,425,276.5435126129598
2019-10-13,308,37.71143242289492
2019-10-14,368,36.7983820882165
2019-10-14,312,125.6740414765174
2019-10-14,124,74.6365774223475
2019-10-14,421,107.66692627810643
2019-10-14,260,91.0408355319874
2019-10-14,153,76.45113713305226
2019-10-14,441,237.25216008502434
2019-10-15,357,91.75028175176921
2019-10-15,146,71.48518060214421
2019-10-15,438,83.55752423595283
2019-10-15,447,113.33941602402182
2019-10-15,311,278.26398596580236
2019-10-15,340,38.82215432517529
2019-10-15,170,59.54324672299553
2019-10-16,446,72.92526276670466
2019-10-16,223,103.05187600279189
2019-10-16,55,61.026675142597384
2019-10-16,289,78.41321095860246
2019-10-16,63,84.43572298339706
2019-10-16,74,99.12138441005128
2019-10-16,188,257.1288631986574
2019-10-16,79,161.97707280325798
2019-10-16,41,78.57206741053727
2019-10-17,105,76.7684075981037
2019-10-17,236,120.4961048907027
2019-10-17,55,60.86495902544328
2019-10-17,152,103.00868588868026
2019-10-17,288,80.90974851368965
2019-10-17,12,145.3096440147723
2019-10-17,418,116.1006941651184
2019-10-17,208,115.41541204811664
2019-10-17,404,79.83263057602827
2019-10-17,6,209.66489482632267
2019-10-17,284,242.89306874977459
2019-10-17,301,41.15950567606481
2019-10-17,195,49.26523469622124
2019-10-17,287,73.76376746097695
2019-10-18,140,123.11600584313321
2019-10-18,357,93.97776782104376
2019-10-18,448,179.64425977274743
2019-10-18,73,155.83717559344848
2019-10-18,69,220.10091136045415
2019-10-18,241,239.77074902988304
2019-10-18,218,207.6170166202951
2019-10-18,403,52.49520463230967
2019-10-18,365,62.531263561912795
2019-10-19,151,116.98822372787507
2019-10-19,227,102.39125701273647
2019-10-19,380,106.25658609363391
2019-10-19,35,137.30085979248835
2019-10-19,266,45.43477456375298
2019-10-19,421,111.16117788332751
2019-10-19,405,107.08398248065976
2019-10-19,84,110.25593283587098
2019-10-19,250,230.81777062895625
2019-10-19,25,312.5449435189963
2019-10-19,3,227.836353958966
2019-10-19,284,243.82770627095834
2019-10-19,182,45.543005854076256
2019-10-20,380,99.93617235732461
2019-10-20,336,145.32066611709513
2019-10-20,238,109.42827711693805
2019-10-20,416,95.22217598451651
2019-10-20,343,75.52499055804438
2019-10-20,444,95.16096886386822
2019-10-20,126,340.80227704131823
2019-10-20,325,252.88702361136964
2019-10-20,7,294.26162047874226
2019-10-20,0,217.1164495703512
2019-10-21,380,107.80241942926854
2019-10-21,108,110.93546260214028
2019-10-21,438,99.34513531078204
2019-10-21,329,86.19262471451077
2019-10-21,405,103.56272488734609
2019-10-21,374,86.13421972648855
2019-10-21,153,84.4246550895853
2019-10-21,364,240.89533620309058
2019-10-21,154,238.2460386862883
2019-10-21,167,47.42816811185358
2019-10-22,80,79.27802176119644
2019-10-22,238,105.73204529410424
2019-10-22,371,112.01795286512171
2019-10-22,260,86.868955329774
2019-10-22,447,98.83439901731776
2019-10-22,428,121.16355794998213
2019-10-22,379,103.38113734548467
2019-10-22,306,260.82499855926994
2019-10-22,202,178.58970873611716
2019-10-23,92,117.12308636693625
2019-10-23,291,138.28791635968602
2019-10-23,222,77.07726740010298
2019-10-23,73,161.52102778231324
2019-10-23,371,105.1582467766791
2019-10-23,68,65.4758054468266
2019-10-23,432,100.46165236139682
2019-10-23,208,111.56652178381839
2019-10-23,91,120.17373361726091
2019-10-23,56,55.29196678262201
2019-10-23,324,123.58057952013826
2019-10-23,59,289.32903467192176
2019-10-23,135,273.293594600123
2019-10-23,310,244.39055837844668
2019-10-23,299,305.1347009347067
2019-10-23,356,262.46498463567144
2019-10-23,344,219.25025495318474
2019-10-23,333,55.86951965289359
2019-10-23,158,49.148094510345665
2019-10-24,375,109.6508238724518
2019-10-24,439,102.11396148579395
2019-10-24,130,109.54730779144771
2019-10-24,312,129.81037562466287
2019-10-24,124,88.10356982339317
2019-10-24,159,121.42549642738132
2019-10-24,409,134.03448288231579
2019-10-24,447,97.9306438877126
2019-10-24,148,232.13518982341628
2019-10-24,103,285.6767025427743
2019-10-25,240,74.97470393477995
2019-10-25,143,113.62155926916648
2019-10-25,266,54.59937294776505
2019-10-25,320,104.49325023070526
2019-10-25,369,143.8415142095375
2019-10-25,201,118.00283806621285
2019-10-25,421,112.72821085161762
2019-10-25,390,104.3892336972522
2019-10-25,162,135.2304970611911
2019-10-25,241,249.05008323268765
2019-10-25,177,284.1428940873407
2019-10-25,70,49.204928964574535
2019-10-25,207,62.77668927648421
2019-10-25,366,67.02426378536626
2019-10-26,275,111.02901374503634
2019-10-26,414,88.84779427724449
2019-10-26,369,144.71322648684088
2019-10-26,343,77.83519439014623
2019-10-26,318,111.89886576141264
2019-10-26,305,43.61022318445015
2019-10-27,413,136.55326990399126
2019-10-27,259,63.67067203948966
2019-10-27,253,184.06359723336845
2019-10-27,94,17.539883080433633
2019-10-27,108,105.10776380768256
2019-10-27,416,93.15777152054932
2019-10-27,153,86.39605705260342
2019-10-27,202,184.24946144145494
2019-10-27,129,171.77480034782326
2019-10-28,247,139.7771216013844
2019-10-28,409,134.12888362342258
2019-10-28,68,67.07846029086897
2019-10-28,102,212.0798956006677
2019-10-28,232,182.73173125541265
2019-10-28,276,274.2861985880898
2019-10-28,144,53.81249607668853
2019-10-29,446,89.28244407003963
2019-10-29,166,126.26636476464603
2019-10-29,96,108.60657018019525
2019-10-29,35,131.91779627080894
2019-10-29,220,122.0053692779946
2019-10-29,55,65.61877807186423
2019-10-29,400,151.29045267655476
2019-10-29,432,104.75613912521575
2019-10-29,300,228.4415180911697
2019-10-29,434,61.62452229543918
2019-10-30,80,71.45395904157157
2019-10-30,222,85.78135434871169
2019-10-30,275,106.25153762445149
2019-10-30,312,123.71317139180418
2019-10-30,189,97.59450488502863
2019-10-30,8,105.16743382912071
2019-10-30,146,85.20861334224045
2019-10-30,208,119.66014116851755
2019-10-30,428,125.32893452888128
2019-10-30,345,245.8470414817434
2019-10-30,155,244.07052149736538
2019-10-30,172,236.17797059396145
2019-10-30,176,63.10862291305887
2019-10-31,375,105.77868117816175
2019-10-31,439,113.6901037810311
2019-10-31,143,116.55983024476414
2019-10-31,108,91.09431920401923
2019-10-31,278,104.29634200466121
2019-10-31,91,122.41350072710065
2019-10-31,348,258.114020440923
2019-10-31,97,231.07023002825625
2019-10-31,202,183.02726651643874
2019-10-31,3,220.79962432444302
2019-10-31,205,234.77116272072988
2019-10-31,98,189.94055656823744
2019-10-31,396,40.98253213351668
2019-11-01,15,101.16223222906247
2019-11-01,368,47.65729581029836
2019-11-01,245,114.52890464829622
2019-11-01,68,62.51525689695867
2019-11-01,84,113.6991875413108
2019-11-01,404,76.91082454212825
2019-11-01,251,47.81412692244214
2019-11-02,446,77.62718339921426
2019-11-02,291,145.3134860107622
2019-11-02,266,46.84126033115995
2019-11-02,124,80.74704519626518
2019-11-02,201,115.84356535540776
2019-11-02,278,110.22944868541153
2019-11-02,391,220.38728230703458
2019-11-02,252,245.9669092081145
2019-11-02,72,51.95952988087113
2019-11-03,166,119.68038290613002
2019-11-03,380,105.43018158393663
2019-11-03,417,99.18086835887335
2019-11-03,377,87.81374920226348
2019-11-03,55,53.97327586852924
2019-11-03,371,100.01715599400013
2019-11-03,63,82.74244471693545
2019-11-03,374,79.5479547315295
2019-11-03,379,95.45592911478978
2019-11-03,341,266.50181838887306
2019-11-03,382,215.46213658680952
2019-11-04,247,145.38964923644872
2019-11-04,390,96.69734825910741
2019-11-04,383,250.40885940497913
2019-11-04,295,247.59357198561557
2019-11-04,44,230.93539791296996
2019-11-04,89,73.93577621556972
2019-11-04,212,46.447976299694695
2019-11-04,213,61.871389353988654
2019-11-04,316,44.74431857460281
2019-11-05,11,104.57873231996217
2019-11-05,421,105.24716793376874
2019-11-05,189,97.01372560938748
2019-11-05,371,104.70457076116229
2019-11-05,231,82.01716741014118
2019-11-05,153,78.61963583705855
2019-11-05,18,230.1638163082447
2019-11-05,269,287.03068487204104
2019-11-05,79,166.45754593094605
2019-11-05,5,264.0101585614627
2019-11-05,90,261.9874527695914
2019-11-05,213,63.72906254784826
2019-11-05,403,53.23704830606991
2019-11-06,380,106.90296723684231
2019-11-06,194,89.31105065946609
2019-11-06,417,102.90805194141902
2019-11-06,433,131.53581007700652
2019-11-06,368,53.09035616614737
2019-11-06,152,98.31689671281964
2019-11-06,379,101.54682786840955
2019-11-06,441,235.1955759606756
2019-11-06,339,240.64511906716308
2019-11-06,172,232.7258047748204
2019-11-06,304,61.305827383508706
2019-11-06,412,50.43428981196486
2019-11-07,92,115.83791955598093
2019-11-07,23,121.22684193641444
2019-11-07,166,125.53751632072891
2019-11-07,320,116.13623420819171
2019-11-07,238,107.89523659015074
2019-11-07,142,61.24440716570298
2019-11-07,435,116.10898780570301
2019-11-07,283,122.14621706385473
2019-11-07,444,97.29265299605416
2019-11-07,432,104.25122636155031
2019-11-07,447,110.9801053957973
2019-11-07,404,92.9006559036126
2019-11-07,69,222.7350999820242
2019-11-07,221,244.51687571845974
2019-11-07,295,261.22190822882226
2019-11-07,183,71.96648768344596
2019-11-08,267,100.16624619815975
2019-11-08,222,75.57801433944194
2019-11-08,275,106.08968515071125
2019-11-08,55,56.61023813554269
2019-11-08,63,81.91689812628914
2019-11-08,146,71.60801769826112
2019-11-08,208,114.51468192416519
2019-11-08,147,111.41674692905076
2019-11-08,268,136.82984370595068
2019-11-08,241,250.4540522420083
2019-11-08,232,184.3403695191653
2019-11-08,345,240.54683812276295
2019-11-08,341,281.5627404609733
2019-11-08,344,219.02087553937542
2019-11-08,265,56.23404432038757
2019-11-09,444,96.65136660373517
2019-11-09,374,74.16956682012807
2019-11-09,418,110.77297227623887
2019-11-09,318,110.92492779846347
2019-11-09,66,131.1317150908167
2019-11-09,379,105.77352093626732
2019-11-09,47,238.68662813009513
2019-11-09,334,212.56045196120576
2019-11-09,210,228.63697760687515
2019-11-10,375,107.5063280467185
2019-11-10,166,119.52730770545254
2019-11-10,377,93.0837006393607
2019-11-10,236,121.69700418135488
2019-11-10,288,88.36819672293515
2019-11-10,343,71.92472990659363
2019-11-10,187,192.0745703638932
2019-11-10,310,258.63593319965804
2019-11-10,307,56.39081481341647
2019-11-10,137,51.17626604944456
2019-11-11,275,103.2283355588706
2019-11-11,56,48.78596339761931
2019-11-11,241,245.67873834818573
2019-11-11,98,199.5402502288085
2019-11-11,350,241.2207494538899
2019-11-12,178,70.20573341456198
2019-11-12,415,58.57372662932639
2019-11-12,421,106.54102755487172
2019-11-12,165,98.18949665011135
2019-11-12,438,82.10293283407395
2019-11-12,418,123.25358749825425
2019-11-12,181,261.79176312371817
2019-11-12,6,209.55022207804342
2019-11-12,202,180.78490312283125
2019-11-12,87,53.163649445764676
2019-11-12,160,36.98071887776759
2019-11-13,426,110.4577434299276
2019-11-13,421,99.75218003818941
2019-11-13,289,74.43153751350386
2019-11-13,108,93.50982942710756
2019-11-13,63,83.39166947488867
2019-11-13,12,147.0464296740984
2019-11-13,330,141.39818784150893
2019-11-13,379,92.68798095015973
2019-11-13,168,223.21419746378328
2019-11-13,14,211.16122869261758
2019-11-13,103,296.87950980937694
2019-11-14,433,133.67653911435573
2019-11-14,312,125.11593260713786
2019-11-14,94,11.5555964476176
2019-11-14,56,60.63493868622379
2019-11-14,148,244.82078913313467
2019-11-14,358,198.31288121951673
2019-11-14,412,60.907810939832835
2019-11-15,446,74.62940225037579
2019-11-15,327,79.67309069698948
2019-11-15,222,78.11601068431075
2019-11-15,220,127.11950822138687
2019-11-15,55,61.57706487753593
2019-11-15,369,152.6791896646562
2019-11-15,289,78.41242110627417
2019-11-15,371,105.92978399829202
2019-11-15,211,114.81407735670086
2019-11-15,56,46.10832234914437
2019-11-16,107,104.03905262414006
2019-11-16,363,134.0074200849991
2019-11-16,43,128.49570304090855
2019-11-16,73,161.95432972835036
2019-11-16,211,121.95910444100603
2019-11-16,324,99.16937311708446
2019-11-16,404,80.84400925752013
2019-11-16,250,230.67050717281094
2019-11-16,202,177.8895337069475
2019-11-16,168,227.2521323665518
2019-11-16,317,29.9567993867225
2019-11-17,96,110.33167574214644
2019-11-17,413,137.0708351945002
2019-11-17,417,108.9159288641167
2019-11-17,35,146.96290630197822
2019-11-17,61,93.46963378096595
2019-11-17,371,96.47114940637432
2019-11-17,432,111.38398321896852
2019-11-17,389,233.09105828492557
2019-11-17,110,220.74550846305792
2019-11-17,411,191.94081480308645
2019-11-17,290,67.38244019845132
2019-11-18,296,126.51945123056434
2019-11-18,222,79.65109232967559
2019-11-18,351,101.32656233754085
2019-11-18,63,84.7270441767222
2019-11-18,418,122.23545625333377
